,link,product_description,customer_satisfaction,total_rating_info
223,https://www.tokopedia.com/sabrinalatinah-shop/terbaru-2023-original-hp-s23-ultras23-handphone-android-5g-murah?extParam=fcity%3D174%2C175%2C176%2C177%2C178%2C179%23144%2C146%2C150%2C151%2C167%2C168%2C171%2C174%2C175%2C176%2C177%2C178%2C179%2C463%23165%2346%23252%26ivf%3Dfalse%26keyword%3Dhp+murah%26search_id%3D202503010158437659E76192BAE0069WUB%26src%3Dsearch,"Factory direct sales, better quality but lower price is our target and mission! Feature: Galaxy S23 ultra S23+ - 6.6inch Full Display - 88MP Front CameraClear and Stylish Selfies The  world-leading 88MP front camera turnsyour every selfe into a work of art Experience greaterbrightness, color vibrancy, clarity and dynamic range.  even in the dimmest light, Whenever you needit.  your S23 +/ S23Ultra is right there with you,  capturing everymoment with crystal-clear precision, Turn your selfiesinto masterpieces and shine in every photo  - Rear HD camera The S23 +features a 72MP camera combination.             The main camera sportsa large f/1.8 aperture and 1.28um pixels, This strong combination boosts photosensitibityin backlight or low light, Just point and shoot, and S23 Ultra will makesure your pictures remain clear and bright - Powerful Performance The Snapdragon 888+ mobile platform with 10mm process technology makesyoung people who love the young and stiand other popular games.The game ison and lower  - Android 1.0 The new interactive design makes the operation simple and simple, the use of themobile phone is so simple and straightforward, everything is handy  - Dual SIM card supports TF card Dual card dual standby, card slot does notdistinguish between the main and the deputy, supporting the worlds 50 major communication carrier networks  Specification: 1.Model No.:S23 + 2.Platform : Snapdragon 888 3.Standby: Dual sim dual standby(A slot support SIM card, another slot support SIM card or TF card) 4.Screen: 6.8 HD+ Full Display 1080X2320 5.Speaker: 1511 Box Speaker 6.Frequency: GSM850, 3G: WCDMA2100MHz，5G LTE  5G7.            Vibration: Support 8.Colors:   Black/Blue 9.Memory: 8GB RAM+256TB ROM 10.Multi Media: MP3/MP4/3GP/FM Radio/Bluetooth 11.Camera: 68MP+108MP32MP 12.Multi Function: Full screen, Face recognition, Dual SIM, Wifi, GPS, Gravity Sensor, Alarm ,Calen  SKU : 3131/1579047526247907328/55",Customer satisfaction information not found.,Rating information not found.
224,https://www.tokopedia.com/vaniiamujur/hp-xiaomi-redmi-13-8-256-8-128-gb-original-garansi-resmi-15-bulan-tam-xiaomi-official-store-indonesia-promodazzle-handphone-murah-promo-dazzle-yogyakarta-jogja-termurah-terlaris-8-128-black-0bddb?extParam=fcity%3D174%2C175%2C176%2C177%2C178%2C179%23144%2C146%2C150%2C151%2C167%2C168%2C171%2C174%2C175%2C176%2C177%2C178%2C179%2C463%23165%2346%23252%26ivf%3Dfalse%26keyword%3Dhp+murah%26search_id%3D202503010158437659E76192BAE0069WUB%26src%3Dsearch,"DAZZLE OFFICIAL STORE Recommended Seller Sejak Tahun 2002 Pengiriman di hari yang sama : • Kurir Reguler maks order jam 16.00 WIB • Kurir Instant maks order jam 20.00 WIB BONUS : Bubble Wrap + Box Khusus XIAOMI REDMI 13 RAM : 8/128 GB RAM : 8/256 GB New Original Garansi Resmi 15 Bulan PERHATIAN 1. KONDISI PRODUK : Baru Original & Segel Resmi 2. HARGA PROMO : Termurah bisa cek diseluruh Indonesia Raya 4. BISA REQUEST VIDEOCALL : untuk pembuktian saat proses Unboxing di Store kami sebelum dipacking bahwa produk New & Original Segel Resmi 5. HARGA PROMO KHUSUS UNTUK PENGGUNA LANGSUNG : Bukan untuk Reseller / Tengkulak / Pengepul dan Sejenisnya 6. QUANTITY TERBATAS : kami berharap bisa memberikan pelayanan terbaik, produk ORIGINAL & RESMI bagi Dazzlers yang sudah jajan terutama bagi yang sangat membutuhkan hp untuk sekolah / bekerja. 7. VALIDASI SERVICE CENTER RESMI : Setiap unit yang diterima jika ada keluhan bisa dibawa ke service center seluruh Indonesia & dibuktikan keaslian produknya Kamera: 2. Sensor besar 1/1.67"": Cahaya lebih banyak, gambar lebih jernih 3. 3x lossless zoom: Perbesar gambar tanpa kehilangan kualitas 4. Fotografi malam: Hasil jepretan malam hari yang jernih dan terang 5. Kamera selfie 13MP: Selfie sempurna dengan soft light ring Desain: 1.Desain kaca belakang penuh gaya: Tampilan elegan dan nyaman digenggam 2.Tipis 8.3mm: Ringan dan mudah dibawa ke mana saja 3.Frame datar trendi: Desain modern yang stylish Layar: 1. Layar 6.79"" FHD+ imersif: Pengalaman menonton yang luar biasa 2. Refresh rate 90Hz: Tampilan lebih halus dan responsif 3. Layar eye-care bersertifikat: Menjaga kesehatan mata Fitur Lainnya: 1. Teknologi wet touch: Layar responsif even terkena air 2. Baterai tahan lama: Mendukung aktivitas seharian Spesifikasi: 1. Prosesor MediaTek Helio G91-Ultra: Performa octa-core yang kencang untuk gaming dan multitasking 2. RAM 8GB 3. Penyimpanan internal 128GB/256GB 4. Layar 6.79"" FHD+ 5. Refresh rate 90Hz 7. Kamera makro 2MP 8.",Customer satisfaction information not found.,Rating information not found.
225,https://www.tokopedia.com/tecnoofficialstore/tecno-spark-go-1-4-4gb-128gb-120hz-display-t615-4-5g-network-5000mah-15w-ip54-android-14-garansi-12-1-bulan-startrail-black-c2cc6?extParam=ivf%3Dfalse%26keyword%3Dhp+murah&src=topads,"Spesifikasi: RAM : 4GB+4GB* Memory : 128GB Kamera Depan : 8 MP F2.0 - Dual LED Flash Kamera Belakang: 13 MP F1.8 - Dual LED Flash Jaringan : 4.5G Lightning Network (100% Faster than 4G) Type Layar: IP54 Water Resistance Ukuran Layar: Punch Hole Display 6,67” Refresh Rate: 120Hz Sistem operasi : Android 14 Go Edition Sim Card: Dual Nano Sim Prosesor: UNISOC T615 Dimensi: 165,62x77,01x8,35 mm Konektivitas: GPS, WiFi, Bluetooth, IR Remote Control Kapasitas Baterai: 5000mAh(typ) Kapasitas Charge: 15 Watt Fast Charging Sound: Dual Speaker with DTS Effect Kelengkapan Unit: Perangkat x1 Charger x1 Kabel Data USB Type C x1 Case Pelindung x1 SIM Ejektor x1 Petunjuk Pengguna x1 Persyaratan keluhan TECNO Official Store: 1. Simpan bukti resi dan pesanan Anda dengan baik. 2. Wajib membuat video unboxing saat menerima produk TECNO yang masih tersegel. 3. Cek segala kelengkapan unit TECNO Anda. 4. Jika terdapat kekurangan dan kerusakan silakan menghubungi live chat TECNO Official Store. 5. Customer service akan mengarahkan langkah selanjutnya jika memberikan syarat 1 & 2.",98% pembeli merasa puas,195 rating • 85 ulasan
226,https://www.tokopedia.com/samsung/samsung-galaxy-a05s-6-128gb-silver-e3ea5?extParam=ivf%3Dfalse%26keyword%3Dhp+murah&src=topads,"""Awesome offers! - Free Travel Adapter 25W senilai Rp.299.000** - Free Youtube Premium 2 bulan* *Syarat & ketentuan berlaku. Klaim melalui aplikasi Samsung Gift Indonesia. **Selama persediaan masih ada"" Spesifikasi : - Processor : Snapdragon 680 - Size : 6.7"" - Technology : PLS LCD, 90 Hz - Resolution : FHD+ - Rear Camera Resolution : 50MP + 2MP + 2MP - Main Camera Auto Focus : Yes - Rear Camera - OIS : No - Rear Camera - Zoom : Digital Zoom up to 10x - Front Camera Resolution : 13.0 MP - Front Camera Auto Focus : No - Video Resolution : FHD (1920 x 1080)@30fps - RAM : 6GB - ROM : 128GB - SIM Tray : Dual-SIM - Network Type :4G - USB Interface : Data cable C to C - USB Version : USB 2.0 - Earjack : Yes - Bluetooth Version : Bluetooth v5.1 - NFC : No - Battery Capacity : 5000MaH 25W Fast Charging Support - Side Fingerprint : Yes",99% pembeli merasa puas,4155 rating • 1475 ulasan
227,https://www.tokopedia.com/tecnoofficialstore/tecno-pova-6-12-12gb-256gb-70w-ultra-charge-6000mah-5-tahun-proteksi-120hz-6-78-fhd-amoled-90fps-gyroscope-dual-speaker-dolby-atmos-ultra-thin-body-108mp-ultra-vivid-camera-android-14-garansi-12-1-bulan-comet-green-12-256gb-3321a?extParam=ivf%3Dfalse%26keyword%3Dhp+murah&src=topads,"Keunggulan: Mediatek Helio G99 Ultimate 6nm 6000mAh + 70W Ultra Charge + Proteksi Baterry 5 Tahun 120Hz Amoled 90 FPS untuk Mobile Legend & Free Fire Fingerprint on Display Big RAM 8+8GB* / 12+12GB* (Extended RAM) Big ROM 256GB with Expanded Micro SD Hard Gyroscope, Turbo Light Design, NFC Double Speaker by Dolby Atmos Dual Camera 108MP and 32MP Selfie Camera Ultra Thin Body HiOS Android 14 Kelengkapan Unit: Perangkat x1 Charger x1 Kabel Data USB Type C x1 Screen Protector x1 (Sudah terpasang) Case Pelindung x1SIM Ejektor x1 Petunjuk Pengguna x1 Persyaratan keluhan Tecno OS: 1. Simpan bukti resi dan pesanan Anda dengan baik. 2. Wajib membuat video unboxing saat menerima produk Tecno yang masih tersegel. 3. Cek segala kelengkapan unit Tecno Anda. 4. Jika terdapat kekurangan dan kerusakan silakan menghubungi live chat Tecno OS. 5. CS akan mengarahkan langkah selanjutnya jika memberikan syarat 1 & 2.",98% pembeli merasa puas,371 rating • 169 ulasan
228,https://www.tokopedia.com/samsung/samsung-galaxy-a25-5g-8-256gb-blue-0a50b?extParam=ivf%3Dfalse%26keyword%3Dhp+murah&src=topads,"Spesifikasi -Processor : Octa-Core -Size : 6.5"" -Technology : Super AMOLED 120Hz -Resolution : FHD+ -Rear Camera Resolution : 50.0 MP + 8.0 MP + 2.0 MP -Main Camera Auto Focus : Yes -Rear Camera - OIS : Yes -Rear Camera - Zoom : Digital Zoom up to 10x -Front Camera Resolution : 13.0 MP -Front Camera Auto Focus : No ""-Video Resolution : UHD 4K (3840 x 2160)@30fps slow motion: 480fps @HD,240fps @HD"" -RAM : 8GB -ROM : 256GB -SIM Tray : Dual-SIM -Network Type : 5G -USB Interface : USB Type-C -USB Version : USB 2.1 -Earjack : 3.5mm Stereo -Bluetooth Version : Bluetooth v5.3 -NFC : Yes -Battery Capacity : 5000 mAh -25W Fast Charging",98% pembeli merasa puas,438 rating • 169 ulasan
229,https://www.tokopedia.com/rnr307/realme-note-60-nfc-6gb-128gb-new-garansi-resmi-biru-4-64-7f6a4?extParam=ivf%3Dfalse%26keyword%3Dhp+murah&src=topads,"Imei terdaftar Garansi Resmi Pesanan yg masuk Sebelom jam 18.00 Wib akan kami kirim di hari yang sama..begitu Juga sebaliknya Lewat dari jam 18.00 akan kami kirim dihari berikutnya. Mohon Sertakan video unboxing lengkap tanpa jeda, edit, putus-putus untuk melakukan komplain kendala pesanan yg diterima.",100% pembeli merasa puas,11 rating • 2 ulasan
230,https://www.tokopedia.com/funitureclassic/hp-oppo-a1k-murah-second?extParam=fcity%3D174%2C175%2C176%2C177%2C178%2C179%23144%2C146%2C150%2C151%2C167%2C168%2C171%2C174%2C175%2C176%2C177%2C178%2C179%2C463%23165%2346%23252%26ivf%3Dfalse%26keyword%3Dhp+murah%26search_id%3D202503010158437659E76192BAE0069WUB%26src%3Dsearch,produk Hp Oppo second,Customer satisfaction information not found.,Rating information not found.
231,https://www.tokopedia.com/arindikristanti/xiaomi-mi-6x-mi-a2-ram-6gb664gb6128gb-android-handphone-murah?extParam=fcity%3D174%2C175%2C176%2C177%2C178%2C179%23144%2C146%2C150%2C151%2C167%2C168%2C171%2C174%2C175%2C176%2C177%2C178%2C179%2C463%23165%2346%23252%26ivf%3Dfalse%26keyword%3Dhp+murah%26search_id%3D202503010158437659E76192BAE0069WUB%26src%3Dsearch,"Xiaomi MI 6X (MI A2) RAM 6GB(6+64gb/6+128gb) Android Handphone murah Xiaomi6X hp xiaomi 6X murah xiaomiMI A2 hp Xiaomi murah hp android murah Garansi 1 Tahun xiaomi 128gb  6x=MI A2  GARANSI TIDAK BERLAKU APABILA :  • BARANG SUDAH DI BONGKAR ( TIDAK BERSEGEL )  • SUDAH PERNAH SERVICE DI TEMPAT LAIN • HUMAN ERROR ( JATUH , TERBAKAR ATAU KENA AIR ) • REVIEW NEGATIF ATAU BINTANG DI BAWAH 4  ( GARANSI HANGUS )  #HP #Hp Android #Hp Android Murah #Xiaomi #Distributor #Murah #Handphonemurah #4G #Flashsale  #handphone android murah  #hp xiaomi #hp xiaomi murah#Xiaomi6X #xiaomi 6X#xiaomi6x#Xiaomi6x#Xiaomi MI A2#Xiaomi MI a2  Dimensions and weight158.9 x 75.9 x 7.6 mm, 166g CPUOcta-core Qualcomm Snapdragon 660 SoC GPUAdreno 512 RAM and storage4GB of RAM with 64GB of storage / 6GB of RAM with 64GB of storage / 6GB of RAM with 128GB of storage Battery3010mAh, Qualcomm Quick Charge 3.0 support Display5.99-inch Full HD+ (2160×1080) IPS LCD with an 18:9 aspect ratio Wi-Fi802.11ac BluetoothBluetooth 5.0 PortsUSB Type-C, Dual Nano SIM slots Rear cameras12MP camera with Sony IMX486 sensor, f/1.75 aperture, 1.25μm pixels; 20MP secondary camera with Sony IMX376 sensor, 1.0μm pixels, f/1.75 aperture. Front-facing camera   #HP #Hp Android #Hp Android Murah #Xiaomi #Distributor #Murah #Handphonemurah #4G #Flashsale  #handphone android murah  #hp xiaomi #hp xiaomi murah#Xiaomi6X #xiaomi 6X#xiaomi6x#Xiaomi6x#Xiaomi MI A2#Xiaomi MI a2   SKU : 3131/1415056929309802496/55",Customer satisfaction information not found.,Rating information not found.
232,https://www.tokopedia.com/ashalina-4/5g-ponsel-asli-resmicod-hp-murah-galaxy-s21-ultra-memori-ultra-diskon?extParam=fcity%3D174%2C175%2C176%2C177%2C178%2C179%23144%2C146%2C150%2C151%2C167%2C168%2C171%2C174%2C175%2C176%2C177%2C178%2C179%2C463%23165%2346%23252%26ivf%3Dfalse%26keyword%3Dhp+murah%26search_id%3D202503010158437659E76192BAE0069WUB%26src%3Dsearch,"Halo pelanggan yang terhormat, selamat datang di toko kami, silakan pilih model dan spesifikasi ponsel yang benar. Semua barang dikirim di dalam negeri dan barang akan tiba dalam waktu sekitar 3-5 hari setelah pengiriman. Semua produk di toko kami tersedia. Jika mau, Anda bisa memesannya langsung dan Anda akan mendapatkan charger, earphone, screen protector, phone case, dan nice box saat Anda memesan.  Jika Anda memiliki pertanyaan lain, Anda dapat menghubungi layanan pelanggan on. Waktu layanan pelanggan adalah dari 09:30 hingga 18:30. Jika Anda memiliki pertanyaan, harap menunggu dengan sabar, dan layanan pelanggan akan menjawab Anda sesegera mungkin.  Selain itu, toko kami mendukung 7 hari tanpa alasan untuk kembali. Jika Anda memiliki pertanyaan tentang produk, Anda dapat menghubungi layanan pelanggan sesegera mungkin untuk mengajukan pengembalian atau penukaran. Kami akan melayani Anda dengan sepenuh hati dan menciptakan pengalaman berbelanja yang lebih baik untuk Anda.  Rincian Produk Spesifikasi: 1. Model:  S21 Ultra 2. Platform: MTK6889 3. Standby: dual card dual standby (satu slot mendukung kartu SIM, yang lain mendukung kartu SIM atau kartu TF) Layar: 7.5 4. Frekuensi: GSM850/900/1800/1900MHz, 3G: WCDMA850/2100MHz, 4G, 5G 5. Getaran: dukungan 6. Buka kunci: sidik jari, layar pengenalan wajah 7. Warna: Hitam/Mawar emas/Sky blue 8. Memori: RAM 12GB+ROM 512GB 9. Multimedia: MP3/MP4/3GP/radio FM/Bluetooth 10. Kamera: 24MP+58MP 11. Multi-fungsi: layar penuh, pengenalan wajah, kartu ganda, Wifi, GPS, sensor gravitasi, jam alarm, kalender, kalkulator, perekam video, perekam video, WAP/MMS/GPR, penampil gambar, e-book, jam dunia , penutup belakang , flash IML 12. Bahasa: Mendukung banyak bahasa. 13. Lainnya: Sistem Android 12.0 14. Baterai: baterai Li-ion 6800Mah 15. Aksesoris: Pengisi daya standar , kabel data, earphone, selongsong karet, film pelindung, manual.  L  SKU : 3131/1468040449321549824/55",Customer satisfaction information not found.,Rating information not found.
233,https://www.tokopedia.com/arindikristanti/cod-handphone-sumsung-s23-ultra-hp-murah-7-5inci-penjualan-besar?extParam=fcity%3D174%2C175%2C176%2C177%2C178%2C179%23144%2C146%2C150%2C151%2C167%2C168%2C171%2C174%2C175%2C176%2C177%2C178%2C179%2C463%23165%2346%23252%26ivf%3Dfalse%26keyword%3Dhp+murah%26search_id%3D202503010158437659E76192BAE0069WUB%26src%3Dsearch,"Q: masukini masukuang (kod)? A: Ya, kami pindahkan kaki anda.  T: melarikanmu? J: Ya, jika ada dengan senang hati, kami sangat setuju dan setuju.  Cepat! - masih ada kesalahan manusia - Ongkos kirim dan retur sepenuhnya ditanggung pembeli - mereka ahli kosmologi dan kosmo  Tujuh: - pesan instan pukul 00:00 18:00 setelah hari yang sama.. Gizi itu akan membunuhku Waktu tempuh waktu sampai 1-3 hari. Mungkin tiba dalam waktu sekitar 1-3 hari.  Spesifikasi: 1.   Model No. : 2.   Qualcomm 888+ 3.   Siaga: Dual sim Dual (kartu bantuan slot, kartu bantuan slot lainnya, atau kartu TF) 4.   Layar: 7,3 HD+ Full Display 1080X2320 5.   1511 kotak Speaker 6.   Frekuensi: GSM850, 3G: WCDMA2100MHz,5G LTE 5G7. Getaran: dukungan 8.   Warna: hitam/emas/cahaya biru/hijau/ungu 9.   Kenangan: 16GB RAM+512GB ROM 10.   MP3/MP4/3GP/FM Radio/Bluetooth 11.   Kamera: 48MP+72MP 12.   Multi fungsi: layar penuh, pengenalan wajah, GPS, Sensor gravitasi, Alarm, kalender, kalkulator, perekam suara, perekam Video, penampil gambar,E-Book, jam dunia, card rear flash IML cover 13.   Bahasa: dukungan multi-bahasa 14.   Yang lainnya, Android OS sistem 12,0 15.   Baterai: baterai mah Lithium-ion 8000 16.   Steker Type-C 17.   Ultra unibody  Paket disertakan: 1 x Smartphone, 1 xAdaptor Charger, 1 xHeadphone, 1 x Manual penggunaname 1 x kasus telephon 1 x film perlindungan   SKU : 3131/1524022993262952448/55",Customer satisfaction information not found.,Rating information not found.
234,https://www.tokopedia.com/askiamorena/hp-i14-pro-max-handphone-murah-cuci-gudang-terbaru-2022-baru-original?extParam=fcity%3D174%2C175%2C176%2C177%2C178%2C179%23144%2C146%2C150%2C151%2C167%2C168%2C171%2C174%2C175%2C176%2C177%2C178%2C179%2C463%23165%2346%23252%26ivf%3Dfalse%26keyword%3Dhp+murah%26search_id%3D202503010158437659E76192BAE0069WUB%26src%3Dsearch,"Keterangan: Model:  i14 pro max Platform: Android 12.0   3G / 4G / 5G LTE Siaga: Kartu ganda lapisan ganda ekspansi kartu TF vertikal Layar: 6.9inci Frekuensi: GSM: 800/900/1800 / 1900, WCDMA: 850/2100 Warna: Hitam,Ungu muda,Biru muda,Emas Memori: 16GB RAM + 1t ROM Kamera: 24MP + 58MP Multi-fungsi: Identifikasi wajah, wifi mode tunggal, GPS, sensor gravitasi, jam alarm, kalender, kalkulator, perekam, perekam video, wap / mms / gprs /, penampil gambar, tugas e-book, IML menutupi,dll Bahasa: Dukungan multibahasa Baterai: Baterai Lithium-ion 5800mAh  Q: Kapan saya bisa mendapatkan barang?      A: Kami akan mengirimkan dalam waktu 24 jam setelah menerima pesanan. Mungkin tiba dalam waktu sekitar 4-5 hari.  Q: Mendukung pengiriman uang (COD)?      A: Ya, kami mendukung pengiriman uang tunai.  Q: Apakah ini harga sebenarnya?      A: Ya, ini adalah harga akhir. Anda juga dapat meminta kredensial pengganti  Q: Apakah barang dijamin?      A: Ya, jika ada masalah dengan verifikasi, kami memberikan kompensasi dan layanan pengembalian dan penukaran.                                       Hadiah       1 x Adaptor Pengisian       1 x kabel pengisian       1 x headset       1 x Panduan Pengguna       1 x Kotak ponsel       1 x Pelindung layar    SKU : 3131/1524023417105760256/55",Customer satisfaction information not found.,Rating information not found.
235,https://www.tokopedia.com/archive-ashyshopper-1630738932/murah-hp-lenovo-moto-e-xt1706-bisa-dropship?extParam=fcity%3D174%2C175%2C176%2C177%2C178%2C179%23144%2C146%2C150%2C151%2C167%2C168%2C171%2C174%2C175%2C176%2C177%2C178%2C179%2C463%23165%2346%23252%26ivf%3Dfalse%26keyword%3Dhp+murah%26search_id%3D202503010158437659E76192BAE0069WUB%26src%3Dsearch,"Promo Abad Ini Harga Normal Rp 2.771.250 Harga Spesial Rp 2.217.000  ======================== GSM / HSPA - MP3/eAAC+/WAV/Flac player - DivX/WMV/MP4/H.264 player - Google Drive (50 GB cloud storage) - Photo viewer/editor - Voice memo/dial ========================  Langsung check out aja, daripada nanti kelupaan lho NB: Stok terbatas banget. Gak dijamin besok masih ada",Customer satisfaction information not found.,Rating information not found.
236,https://www.tokopedia.com/cvranamarket/new-hp-i14pro-flip-phone-jadul-ori-baru-dual-sim-murah-dengan-biru-f3f01?extParam=fcity%3D174%2C175%2C176%2C177%2C178%2C179%23144%2C146%2C150%2C151%2C167%2C168%2C171%2C174%2C175%2C176%2C177%2C178%2C179%2C463%23165%2346%23252%26ivf%3Dfalse%26keyword%3Dhp+murah%26search_id%3D202503010158437659E76192BAE0069WUB%26src%3Dsearch,"CPU model:MTK6261A Running memory:32MB Machine memory:32MB Screen size:2.4 inch Network type:2G GSM850/900/1800/1900 Front camera:not supported Headphone jack:3.5mm jack bluetooth:ad Audio playback:ad Vedio playback:ad battery:1300 mah SIM TYPE:2 Nano SIM Card   FAQ:  Stok masih tersedia untuk pembelian.   Sebelum dikirim, kami akan melakukan pengecekan menyeluruh untuk memastikan kualitas dan fungsionalitasnya terjamin. OK   Jika terjadi kerusakan pada barang selama proses pengiriman, Anda dapat mengajukan klaim dengan mengirimkan video unboxing yang menunjukkan barang dan penggunaannya secara lengkap.   Selamat berbelanja Terima kasih",Customer satisfaction information not found.,Rating information not found.
237,https://www.tokopedia.com/erfetasella/handphone-vivo-v15-ram8-256gb-6-53-inch-hp-smartphone-100-baru-murah?extParam=fcity%3D174%2C175%2C176%2C177%2C178%2C179%23144%2C146%2C150%2C151%2C167%2C168%2C171%2C174%2C175%2C176%2C177%2C178%2C179%2C463%23165%2346%23252%26ivf%3Dfalse%26keyword%3Dhp+murah%26search_id%3D202503010158437659E76192BAE0069WUB%26src%3Dsearch,"Prosesor: Prosesor game Helio P70 Octa-core RAM: 8GB Penyimpanan: 256GB Baterai: 4000mAh (tip.) Pengisian cepat: Dual-Engine Fast Charging Warna: dark blue/ pink Sistem operasi: Funtouch OS 9.0 (berdasarkan Android 9.0)  Dimensi: 161.97×75.93×8.54mm Berat: 189.5g bahan: plastik  pameran Layar: 6,53 inci Resolusi: 2340*1080 (HD+) Jenis: LCDIPS Layar sentuh: multi-sentuh kapasitif  internet Slot Kartu 2 Nano SIM + 1 Micro SD Mode Siaga Dual SIM Dual Siaga  kamera Kamera: depan 3200MP/belakang 24MP+8MP+5MP Bukaan: Depan f/2.0 (32MP), belakang f/1.78 (24MP) + f/2.2 (8MP) + f/2.4 (5MP) Flash: Flash Belakang Mode Pemandangan: Potret, Foto, Video, Panorama, Foto Langsung, Gerakan Lambat, Selang Waktu, Profesional, Dokumen  media Chipset Hi-Fi: T/A Pemutaran audio: WAV, MP3, MP2, MIDI, Vorbis, APE, FLAC Pemutaran video: MP4, 3GP, AVI, MKV, FLV Rekaman video: MP4 Rekaman: dukungan  konektivitas Jaringan nirkabel: 2.4GHz/5GHz Bluetooth: Bluetooth 5.0 USB: Mikro USB (USB 2.0) GPS: Dukungan OTG: dukungan NFC: tidak didukung FM: dukungan  Tempat Pemosisian: GPS, Beidou, GLONASS, Galileo  sensor Akselerometer: dukungan Sensor Cahaya Sekitar: Dukungan Sensor jarak: dukungan Kompas elektronik: dukungan Sidik jari: dukungan Giroskop: Virtual   SKU : 3131/1415056847160164352/55",Customer satisfaction information not found.,Rating information not found.
238,https://www.tokopedia.com/ayuningtyas-3/hp-galaxy-a13-ram-12512gb-murah-4g5g-lte-handphone-android-diskon?extParam=fcity%3D174%2C175%2C176%2C177%2C178%2C179%23144%2C146%2C150%2C151%2C167%2C168%2C171%2C174%2C175%2C176%2C177%2C178%2C179%2C463%23165%2346%23252%26ivf%3Dfalse%26keyword%3Dhp+murah%26search_id%3D202503010158437659E76192BAE0069WUB%26src%3Dsearch,"Processor MediaTek Display 7.5 #34; HD+ Super AMOLED Rear Camera 48 MP + 8 MP + 2 MP + 2 MP Front Camera 13 MP RAM 12GB Internal Storage 512GB Battery 5000 mAh NFC: Yes OIS: Yes Jaringan : GSM / HSPA / LTE (1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 26, 28, 38, 40, 41, 66) | LTE-A  SIM Type : Dedicated Slot, SIM ( 2 slot SIM  amp; 1 Slot MicroSd)  Tipe LCD : Super AMOLED, 90Hz, 600 nits (HDR)  Size Display : 7.5inches, 98.9 cm2 (~83.6% screen-to-body ratio)  Resolution : 720 x 1600 pixels, 20:9 ratio (~274 ppi density)  OS : Android 11 Memori Eksternal : MicroSD, Maks 512 GB  Screen record: Yes   SKU : 3131/1472064140531417088/55",Customer satisfaction information not found.,Rating information not found.
239,https://www.tokopedia.com/aylendaneen/hp-murah-4g-baru-ponsel-pintar-cuci-gudang-hp-handphone-android?extParam=fcity%3D174%2C175%2C176%2C177%2C178%2C179%23144%2C146%2C150%2C151%2C167%2C168%2C171%2C174%2C175%2C176%2C177%2C178%2C179%2C463%23165%2346%23252%26ivf%3Dfalse%26keyword%3Dhp+murah%26search_id%3D202503010158437659E76192BAE0069WUB%26src%3Dsearch,"BOUNS: Headset+Full bawaan = headset + （case + antigores | bawaan） headset=OLIKE OH-W3 Headset berkabel Headset Bluetooth =Headset Bluetooth olike T101  Di Dalam Kotak Dokumentasi Kabel Type-C Pengisi Daya SIM Ejektor Case Pelindung Lapisan Pelindung Layar  y21s RAM 4GB + 1GB Extended Storage 128GB (Memori Eksternal hingga 1TB) Baterai 5000mAh (TYP) Fast Charging 18W FastCharge Warna Midnight Blue / Pearl White Sistem Operasi Funtouch OS 11.1 Tampilan Layar 6.51-inch Resolusi 1600×720 (HD+) Tipe LCD Layar Sentuh Layar Sentuh Kapasitif Kamera Kamera Depan 8MP / Belakang 50MP+2MP+2MP Aperture Depan f/2.0(8MP), Belakang f/1.8(50MP) + f/2.4(2MP)+ f/2.4(2MP) Flash Lampu Kilat Belakang Mode/ Fitur Night (depan dan belakang), Portrait, Photo, Video, Pano, Live Photo, Slow-Mo, Time-Lapse, Pro, DOC, 50MP, Eye Autofocus Koneksi Wi-Fi 2.4GHz / 5GHz Bluetooth 5.0 USBType-C GPS Didukung OTG Didukung FM Didukung NFC Tidak didukung Jaringan SIM Slot Tipe2 nano SIM + 1 micro SD Type Dual SIM dan Dual Standby (DSDS) 2G GSM B2/3/5/8 3G WCDMA B1/5/8 4G FDD-LTE B1/3/5/8 4G TDD-LTE B40 Lokasi GPS, BEIDOU, GLONASS, GALILEO Sensors Fingerprint Didukung Accelerometer Didukung Ambient light sensor Didukung Proximity Sensor Didukung E-compass Didukung Gyroscope Virtual Media Hi-Fi Chipset Tidak didukung Pemutaran Audio WAV, MP3, MP2, MIDI, Vorbis, APE, FLAC Pemutaran Video MP4, 3GP, AVI, MKV, FLV Format Rekaman Video MP4 Rekaman SuaraDidukung   SKU : 3131/1533839387257159680/55",Customer satisfaction information not found.,Rating information not found.
